Word,Inverted List
crescer,{(80 1) (133 1) (78 2) (28 1)}
tragédias,{(28 1)}
multiplicam,{(28 1)}
emenda,{(97 2) (45 1) (126 1) (29 1) (33 1)}
enviada,{(29 1) (60 1)}
minimamente,{(29 2) (50 1)}
garantidos,{(29 1)}
avaliação,{(33 2) (94 1) (104 2) (33 4) (129 1) (87 1) (29 1) (55 1) (33 1)}
wagner,{(29 1)}
balera,{(29 1)}
cursos,{(29 1)}
pós-graduação,{(29 1) (75 1)}
previdenciário,{(72 1) (29 1) (86 1) (50 1)}
pontifícia,{(29 1)}
puc-sp,{(29 1)}
ex-procurador,{(29 1)}
seguro,{(29 1) (35 1) (92 1) (45 1)}
inss,{(29 1) (86 1) (45 1)}
indignação,{(29 1)}
alteração,{(29 1) (30 1) (126 1)}
prevista,{(29 1) (33 1)}
item,{(87 1) (29 1) (31 1)}
decorrente,{(29 1)}
vingar,{(88 1) (29 1)}
constitui,{(29 1)}
garantir,{(131 1) (84 1) (48 1) (29 1) (75 1) (87 1) (56 1) (133 1) (100 1) (129 1) (31 1)}
portadores,{(29 1) (110 1)}
pobreza,{(29 1) (130 2) (88 1) (69 1) (80 3) (33 1)}
especialista,{(29 1) (130 1)}
consolida,{(29 1)}
artigo,{(101 4) (30 3) (52 1) (126 6) (110 1) (129 5) (29 3) (31 1)}
6º,{(29 1) (30 1)}
dignidade,{(29 1) (30 2) (97 1)}
justos,{(29 1)}
tirar,{(32 1) (77 1) (29 1) (135 1) (101 1) (131 1)}
subsistência,{(29 1)}
vou,{(32 1) (35 1) (66 1) (29 1) (78 1) (107 1) (55 1) (78 3) (95 1)}
querer,{(29 1) (94 1) (30 2) (97 1) (74 2)}
escrever,{(29 1) (74 2)}
indignou,{(29 1)}
imenso,{(29 1) (33 1)}
abismo,{(120 1) (29 1)}
separa,{(29 1) (50 1)}
diminuta,{(29 1)}
imensa,{(80 1) (29 1) (125 1)}
familiar,{(48 1) (29 1) (131 1) (76 1)}
pro,{(29 1) (51 1) (99 1)}
inferno,{(29 1)}
bolou,{(29 1)}
20/2,{(30 1)}
viola,{(30 1) (33 1)}
princípio,{(62 1) (126 1) (30 2) (66 1) (129 4) (110 1) (106 1) (101 2)}
recebam,{(30 1)}
aumenta,{(30 1) (75 1)}
tributação,{(30 2)}
desconstitucionaliza,{(30 1)}
previdenciárias,{(30 3) (45 1) (30 1)}
avaliam,{(30 1)}
ouvidos,{(30 1)}
doutora,{(30 1)}
mestre,{(30 1) (98 1)}
previstos,{(30 1)}
7º,{(30 1)}
fixar,{(30 1)}
patamar,{(30 1)}
prevê,{(131 2) (30 1) (129 1)}
fere,{(30 1) (129 1)}
escancarada,{(30 1) (99 1)}
fundamento,{(30 1) (101 2) (129 1)}
opina,{(30 1)}
artigos,{(30 1)}
203,{(30 1)}
estabelece,{(129 2) (30 1) (126 1) (106 1) (87 1) (74 1)}
proteção,{(62 1) (131 2) (45 2) (72 1) (75 2) (30 2) (58 2) (48 1) (120 1) (115 1)}
maternidade,{(30 1) (66 1)}
assegurados,{(30 1)}
progenitor,{(30 1)}
criança,{(30 1) (78 2) (66 2) (120 1) (131 1) (88 1) (120 4)}
fique,{(30 1) (66 1) (31 1)}
rendimento,{(45 1) (84 1) (30 2) (116 1) (130 1)}
ressaltando,{(30 1)}
gira,{(30 1)}
sócio,{(136 1) (30 1)}
bichara,{(30 1)}
195,{(30 1)}
i,{(129 2) (30 2) (31 1)}
trata,{(45 1) (30 1) (88 1) (129 1) (92 1) (56 1) (31 3) (101 1)}
hipóteses,{(136 1) (30 1) (101 2) (129 1)}
incidência,{(101 1) (30 1)}
contribuições,{(101 1) (30 1)}
alterado,{(30 1)}
gere,{(30 1)}
efeitos,{(30 1) (124 1) (129 1) (54 1)}
8212/1991,{(30 1)}
alargamento,{(30 1)}
previdenciária,{(40 1) (30 1)}
avalia,{(30 1) (131 1) (103 1) (55 1)}
tributados,{(30 1)}
decorrentes,{(30 1) (129 1)}
tributado,{(30 1)}
exceto,{(30 1) (131 1) (58 1)}
afastasse,{(30 1)}
recolhimento,{(30 1)}
recorda,{(30 1) (55 2) (55 1)}
tanigushi,{(30 1)}
classificando,{(30 1)}
preocupante,{(30 1) (74 1)}
sugestão,{(30 1) (121 1)}
retira,{(30 1) (131 1)}
regramento,{(30 2)}
normas,{(87 3) (30 1) (110 1) (34 2) (129 1)}
passaria,{(30 1) (122 1)}
magna,{(30 1) (52 1)}
quintos,{(30 1)}
discussão,{(77 1) (30 1) (108 1) (131 3) (58 1) (90 1) (42 1) (51 1) (129 1) (31 1)}
federais,{(80 1) (70 4) (87 1) (131 1) (70 1) (30 2) (33 1)}
modificada,{(30 1) (126 1)}
aval,{(30 1)}
modificação,{(30 1) (126 1)}
simples,{(101 1) (30 1) (60 1) (137 1)}
apresento,{(30 1)}
retiro,{(30 1)}
impactando,{(30 1)}
analisa,{(30 1) (51 1) (129 1)}
madureira,{(30 1)}
procuradores,{(123 1) (31 8) (38 1) (35 1) (70 5)}
supremo,{(126 1) (71 1) (101 6) (131 1) (80 1) (78 1) (126 5) (31 1)}
ofício,{(113 1) (31 2)}
enviado,{(31 3) (103 1)}
alexandre,{(31 2) (55 1) (70 1) (131 1) (97 1) (112 3)}
moraes,{(70 1) (121 1) (31 2)}
criaram,{(33 2) (80 1) (93 1) (125 1) (31 1)}
fundo,{(33 2) (64 1) (130 1) (101 1) (115 1) (31 5) (66 1)}
patrimonial,{(31 2)}
estatal,{(31 4) (78 1)}
doj,{(70 3) (31 5)}
combinado,{(31 1)}
multa,{(31 4)}
estabeleceu,{(33 1) (31 1)}
verba,{(31 1)}
entregue,{(31 1)}
ficaria,{(53 1) (86 1) (31 2)}
tesouro,{(31 2)}
acordos,{(31 4)}
sec,{(31 2)}
agência,{(97 1) (31 1)}
reguladora,{(31 1)}
capitais,{(131 1) (31 1)}
falam,{(38 1) (78 2) (66 3) (31 1)}
enviar,{(119 1) (131 1) (31 1)}
montante,{(80 1) (45 1) (84 1) (31 1)}
abatido,{(50 1) (31 1)}
assinado,{(136 1) (31 1)}
acionistas,{(31 2)}
minoritários,{(31 2)}
impõe,{(101 1) (31 1)}
estabelecem,{(31 1)}
instituem,{(31 1)}
desobedecimento,{(31 1)}
explicações,{(101 1) (137 1) (31 1)}
enviadas,{(31 1)}
instruir,{(31 1)}
adpf,{(31 1)}
ajuizada,{(31 1)}
procuradoria-geral,{(31 1)}
mpf,{(31 4) (31 1)}
previa,{(80 1) (31 1)}
controlado,{(31 2)}
paraná,{(48 1) (121 1) (55 1) (131 1) (31 1)}
petróleo,{(33 1) (31 1)}
arbitral,{(31 1)}
suspendeu,{(55 1) (103 1) (31 1)}
legal,{(110 1) (95 1) (121 1) (87 1) (101 2) (31 1)}
leniência,{(31 1)}
correto,{(56 1) (101 1) (58 1) (31 1)}
ressarcir,{(31 1)}
entes,{(110 1) (106 1) (31 1)}
lesados,{(31 1)}
entanto,{(131 2) (108 1) (70 1) (35 1) (75 1) (124 1) (89 1) (88 1) (51 1) (31 1)}
representantes,{(129 2) (51 4) (68 1) (31 1)}
negociação,{(48 1) (31 2) (71 1)}
citam,{(31 1)}
autoproclamada,{(31 1)}
força-tarefa,{(48 1) (70 1) (123 1) (31 2)}
competente,{(126 2) (35 1) (129 1) (31 2)}
processar,{(64 1) (31 1)}
julgar,{(32 1) (129 1) (31 1)}
ofensa,{(129 1) (31 1)}
difusos,{(31 1)}
último,{(97 2) (91 1) (105 1) (116 2) (38 1) (70 1) (78 1) (89 1) (121 2) (51 1) (31 1)}
americano,{(64 1) (70 2) (108 1) (115 1) (99 1) (68 1) (31 1)}
signatário,{(129 1) (31 1)}
original,{(31 1)}
saberia,{(31 1)}
malfeitos,{(31 1)}
odebrecht,{(31 1)}
investigações,{(70 1) (99 1) (68 1) (113 1) (31 1)}
fugir,{(58 1) (31 1)}
decreto,{(93 1) (60 1) (131 5) (31 1)}
3810/2001,{(31 1)}
nacionalização,{(31 1)}
cooperação,{(31 4) (70 1)}
mlat,{(31 1)}
ii,{(31 1)}
anexo,{(31 1)}
federativa,{(129 1) (31 1)}
autoridade,{(33 2) (101 5) (58 1) (126 2) (31 1)}
justificativa,{(87 1) (53 1) (131 1) (31 1)}
si,{(108 2) (62 1) (58 1) (40 1) (98 1) (125 1) (56 1) (101 1) (68 1) (31 1)}
instrumento,{(60 1) (89 1) (31 2) (126 2) (33 1)}
envolveu,{(87 1) (62 1) (51 1) (31 1)}
norte-americanas,{(68 1) (31 1)}
esforço,{(78 1) (33 1) (31 1)}
peça,{(45 1) (35 1) (133 1) (31 1)}
relacionado,{(131 1) (66 1) (31 1)}
tal,{(109 1) (129 3) (77 2) (122 1) (72 1) (53 2) (98 1) (130 1) (78 1) (106 1) (129 1) (31 1)}
tratou,{(124 1) (31 1)}
matéria,{(56 1) (80 1) (129 4) (31 1)}
atribuição,{(33 1) (31 1)}
cível,{(112 1) (31 1)}
potenciais,{(31 1)}
explicar,{(137 1) (58 1) (31 1)}
provável,{(94 1) (60 1) (31 1)}
entrado,{(31 1)}
estarem,{(31 1)}
integrantes,{(108 1) (106 1) (131 1) (55 2) (31 1)}
explicado,{(31 1)}
subordinado,{(31 2)}
delatados,{(31 1)}
exatamente,{(101 1) (126 1) (108 1) (31 1)}
contraparte,{(31 1)}
integra,{(31 1)}
competências,{(31 1)}
equivalentes,{(31 1)}
secretário,{(48 1) (31 1) (55 1) (85 1) (131 1) (55 7) (111 1)}
demissionário,{(31 1)}
suspeição,{(31 1)}
conjur,{(31 1)}
identificado,{(55 1) (31 1)}
conflito,{(94 1) (60 1) (31 2) (40 1) (100 1)}
ocupantes,{(71 1) (31 1)}
justamente,{(126 1) (131 1) (98 1) (125 1) (78 3) (115 1) (129 1) (31 1)}
encontrava,{(31 1)}
maiores,{(32 1) (91 1) (137 1) (98 1) (111 1) (78 1) (55 1) (88 1) (68 1)}
qualidades,{(32 1)}
dorival,{(32 1) (88 2)}
caymmi,{(88 6) (32 2)}
tranquilidade,{(32 1) (93 1)}
transformar,{(32 1) (103 1) (88 1) (55 2) (66 1)}
cotidianas,{(32 1)}
corriqueiras,{(32 1)}
melodias,{(32 1)}
canções,{(32 1)}
eternas,{(32 1)}
cancioneiro,{(32 1)}
gênio,{(32 1)}
raça,{(32 1) (131 2) (88 1) (103 1)}
clássicos,{(32 1)}
riste,{(32 1)}
morrer,{(32 1) (120 1) (63 1)}
imortalizado,{(32 1)}
voz,{(32 1) (119 1) (100 1) (66 1) (101 3)}
carmen,{(32 1)}
miranda,{(32 1) (136 2)}
tantos,{(32 1) (133 1) (108 1)}
mostrar,{(32 1) (39 1) (116 1) (66 1) (124 1) (121 1) (101 1) (74 2) (95 1)}
pimpolha,{(32 1)}
nana,{(32 3) (88 2)}
resolveu,{(32 1) (72 1) (129 1)}
pitacos,{(32 1)}
saiu,{(32 1) (78 1)}
trapalhadas,{(32 1)}
desatinos,{(32 1)}
gestores,{(32 1) (87 1)}
incapazes,{(32 1) (109 1) (97 1)}
atacou,{(32 1) (88 1) (82 1)}
caetano,{(32 1) (109 1)}
veloso,{(32 1)}
gil,{(56 1) (66 3) (32 2)}
chico,{(32 1) (109 1) (88 2)}
buarque,{(32 1) (88 2)}
chulos,{(32 1)}
chupador,{(32 1)}
injusto,{(32 1) (130 1) (71 1)}
crédito,{(32 1) (121 1) (58 1) (80 3) (66 1)}
confiança,{(32 1)}
fodido,{(32 1)}
esfaqueado,{(32 1)}
correndo,{(32 1)}
noção,{(32 1) (105 1) (58 1)}
mutreta,{(32 1)}
toda…,{(32 1)}
garantia,{(32 1) (51 1) (100 1) (129 1)}
melhorar,{(32 1) (130 2) (66 2)}
vivemos,{(32 1) (41 1)}
desrespeitoso,{(32 1)}
bonito,{(32 1)}
padrão,{(32 1) (101 1) (131 1) (88 1)}
holofotes,{(32 1)}
notoriedade,{(32 1)}
perdidas,{(32 1)}
décadas,{(32 1) (122 1) (84 1) (81 1) (80 1) (110 1) (121 1) (56 1) (33 1)}
subido,{(32 1)}
fulminante,{(32 1) (71 1)}
doses,{(32 1)}
uísque,{(32 1)}
apreciada,{(32 1) (129 1)}
talento,{(32 1) (73 1)}
mpb,{(32 1)}
despeito,{(32 1) (124 1)}
colegas,{(32 1) (112 1) (74 1) (99 1) (113 1)}
marido,{(32 1) (48 1) (77 1) (66 2)}
desesperado,{(32 1)}
trás,{(32 1) (130 1) (72 1) (88 1) (66 1)}
turma,{(32 1) (62 1) (115 2) (122 1) (35 1)}
choppinho,{(32 1)}
jobi,{(32 1)}
perdeu,{(32 1) (91 1) (113 1) (80 1) (78 1) (98 2) (69 1) (115 1)}
chance,{(32 1)}
quieta,{(32 1)}
preferia,{(32 1)}
estirado,{(32 1)}
curtindo,{(32 1)}
cantar,{(32 1) (109 1) (78 2) (88 1)}
🎤,{(32 1)}
tentar,{(32 1) (87 2) (66 3) (120 1) (74 1) (106 1) (88 1) (82 1) (127 1)}
sofrendo,{(33 1)}
desmonte,{(33 2) (45 1) (70 1)}
repercussões,{(33 1)}
gerações,{(88 1) (33 1) (58 1)}
futuras,{(45 1) (33 1)}
irresponsabilidade,{(52 1) (33 1)}
tanta,{(33 1) (97 1) (71 1)}
constante,{(80 1) (101 1) (75 1) (33 1)}
dança,{(121 1) (33 1)}
cadeiras,{(33 1)}
cargos,{(33 2) (51 2) (60 1) (55 1)}
vagos,{(33 1)}
demonstrando,{(109 1) (33 1) (87 2)}
nomear,{(33 1) (98 1)}
publicamente,{(124 1) (33 1) (58 1)}
desmoralizado,{(33 1) (97 1)}
fragilizado,{(33 1)}
compromisso,{(33 1) (87 1)}
vivência,{(33 1)}
pautas,{(51 2) (33 1)}
fundamentais,{(129 1) (33 1) (106 2)}
formação,{(33 2) (131 4) (87 7)}
professores,{(33 2) (75 7) (64 1) (131 2) (89 1) (106 1) (87 1) (120 2) (131 19) (54 1) (87 7)}
plano,{(33 2) (87 2) (58 2) (80 1) (87 1) (106 1) (55 1) (51 1) (131 4) (129 1)}
alfabetização,{(87 4) (80 1) (33 3) (33 7) (80 2) (87 2)}
certa,{(80 1) (87 1) (101 1) (131 1) (33 1) (129 1)}
aprimoramento,{(33 3)}
permanência,{(33 1)}
indução,{(33 1)}
curricular,{(131 1) (33 1) (87 1)}
substituídas,{(80 1) (33 1)}
ideológica,{(33 2) (131 1) (55 1) (119 1) (38 1) (99 1)}
descabida,{(33 1) (106 1)}
mec,{(33 2) (106 3) (81 1) (87 1)}
comando,{(51 1) (101 2) (33 1) (99 1)}
paralisada,{(33 1)}
cooptada,{(33 1)}
disputa,{(129 2) (48 1) (103 1) (88 1) (51 1) (33 1)}
únicas,{(33 1)}
preocupações,{(54 1) (33 1)}
espaços,{(88 1) (110 1) (33 1) (66 1)}
ideologia,{(33 2) (75 1) (130 1) (54 1) (51 1) (80 2) (98 1)}
enfrentamento,{(33 1)}
cultural,{(33 2) (64 1) (78 1) (54 1) (75 2) (131 1) (66 1)}
estreita,{(33 1)}
completamente,{(88 1) (131 1) (33 1) (97 1)}
foco,{(33 1) (106 1) (119 1)}
toa,{(125 1) (33 1) (129 1)}
desconhecimento,{(33 1) (97 1) (87 1)}
iniciativas,{(33 1) (87 1)}
fracassaram,{(33 1)}
caricata,{(33 1)}
filmar,{(131 1) (33 1)}
devida,{(48 1) (33 1)}
entoando,{(33 1) (87 1)}
slogan,{(80 1) (87 1) (88 1) (119 1) (68 1) (33 1)}
implementação,{(51 1) (33 1)}
adesão,{(33 1)}
massificação,{(33 1)}
escolas,{(64 1) (87 4) (131 13) (131 1) (33 5) (106 1) (55 1) (119 1) (54 1) (33 1)}
possuem,{(33 2) (110 1) (137 1) (87 1) (54 1) (129 1)}
vocação,{(33 1)}
orientada,{(33 1)}
carreira,{(87 2) (92 1) (33 1) (74 1)}
95,{(33 1)}
imposição,{(33 2) (87 1)}
declinante,{(33 1)}
desvinculou,{(33 1)}
royalties,{(33 1)}
pré-sal,{(33 2)}
comprometeu,{(33 1)}
piso,{(52 1) (131 1) (84 1) (33 1) (130 1)}
financiamento,{(70 3) (110 1) (33 1)}
promessa,{(33 1)}
pulverização,{(131 1) (33 1)}
pior,{(54 3) (45 1) (108 1) (122 1) (109 3) (104 1) (136 1) (78 1) (92 1) (91 2) (33 1) (95 1)}
acabar,{(78 1) (56 1) (78 3) (101 1) (88 1) (33 1) (119 2)}
obrigatórias,{(33 1)}
vinculações,{(33 1)}
orçamentárias,{(33 1)}
municípios,{(131 4) (33 1) (106 1) (87 1)}
devastação,{(80 1) (33 1)}
preservado,{(33 1) (106 1) (129 1)}
aparelhamento,{(33 2)}
profundas,{(33 1)}
algumas,{(85 1) (100 1) (80 1) (88 3) (121 1) (101 1) (68 1) (33 1)}
públicas,{(66 1) (97 1) (80 1) (74 1) (87 1) (106 1) (131 7) (51 1) (33 1)}
fundef,{(33 1)}
aprimoraram,{(33 1)}
inovadora,{(33 1)}
fundeb,{(33 1)}
permitiu,{(33 2) (80 1) (87 1)}
repasse,{(33 1)}
infantil,{(80 2) (33 1) (106 1)}
excluídos,{(33 1)}
enem,{(33 2) (87 3) (131 1) (119 1)}
transformamos,{(33 1)}
exame,{(87 3) (33 3) (87 1) (70 1) (129 1)}
republicano,{(33 2) (106 1) (58 1)}
estratégica,{(33 1)}
educacionais,{(80 1) (33 1) (87 1)}
desconsiderada,{(33 1)}
paralisação,{(33 2) (55 2)}
articuladas,{(33 1)}
par,{(48 1) (54 1) (33 3) (33 1)}
referido,{(126 1) (33 1)}
municipais,{(33 2) (131 1) (106 1)}
próprias,{(40 1) (51 1) (33 1)}
demandas,{(33 3)}
pactuam,{(33 1)}
critérios,{(33 2) (55 1) (56 1) (101 1) (34 1) (106 2)}
técnicos,{(33 1) (106 2)}
republicanos,{(33 1)}
transparentes,{(33 2)}
reforço,{(33 1)}
pedagógicos,{(33 1) (106 2)}
merenda,{(131 1) (33 1)}
transporte,{(48 1) (33 1)}
escolar,{(48 1) (131 8) (106 1) (131 1) (33 1)}
infraestruturas,{(33 1)}
gerado,{(33 1)}
inquietação,{(33 1)}
secretários,{(33 1)}
materiais,{(33 1)}
emergenciais,{(33 1)}
atrasar,{(33 1)}
equacionadas,{(33 1)}
substituído,{(33 1)}
balcão,{(33 1) (129 1)}
fisiológico,{(33 1)}
definam,{(33 1)}
custeio,{(33 1)}
baseados,{(33 1)}
inerente,{(33 1)}
princípios,{(33 2) (129 5) (51 2) (106 1) (87 1) (74 1) (131 1)}
isonomia,{(33 1)}
universalidade,{(33 1)}
eminentemente,{(33 1) (106 1)}
técnicas,{(100 1) (33 1)}
assegurado,{(33 1)}
anúncio,{(33 1) (106 1)}
trata-se,{(64 1) (129 2) (108 1) (130 2) (34 1) (110 1) (89 1) (87 1) (101 1) (101 2) (33 1)}
pedagógica,{(33 2) (87 2) (106 2)}
absolutamente,{(80 1) (58 1) (131 1) (33 1) (127 1)}
prioritária,{(131 1) (33 1)}
suspensão,{(33 1)}
revela,{(120 1) (33 1) (58 1)}
ideológico,{(33 2) (55 1)}
inep,{(80 1) (33 1) (87 1)}
começa,{(126 1) (33 1) (58 1)}
tutelado,{(33 1)}
sigilo,{(80 1) (113 1) (33 1) (87 1)}
elementares,{(33 1) (103 1)}
acadêmica,{(98 1) (74 1) (75 2) (106 3) (33 1) (87 2)}
quebrando,{(33 1)}
termômetro,{(88 1) (33 1)}
permitia,{(80 1) (33 1)}
raiz,{(33 1) (66 1) (103 1)}
letramento,{(33 1)}
intervenções,{(33 1) (58 1)}
pedagogias,{(33 1)}
descabido,{(33 1)}
suspenso,{(33 1)}
método,{(80 1) (87 3) (33 1)}
fonético,{(33 1) (87 2)}
aceitável,{(33 1) (87 1)}
arbitrária,{(33 1) (87 1)}
cátedra,{(106 4) (33 1) (87 1)}
autonomia,{(33 2) (87 3) (101 1) (131 1) (81 1)}
afirmei,{(33 1)}
prioridade,{(74 1) (87 1) (131 1) (33 1) (81 1) (66 1)}
interrompe,{(33 1)}
vácuo,{(33 1)}
daqui,{(62 1) (84 1) (33 1)}
métrica,{(33 1)}
confiável,{(33 2)}
medir,{(33 1)}
identificarmos,{(33 1)}
dificuldade,{(45 1) (58 1) (51 1) (33 1) (87 2)}
conjunto,{(94 1) (91 1) (58 1) (51 1) (131 1) (33 1) (129 1)}
assegurou,{(33 1)}
mapeamento,{(33 1)}
concentrado,{(33 1) (55 1)}
fundamental,{(33 2) (129 2) (87 1) (58 1) (106 1) (88 1) (131 1)}
localizadas,{(33 1)}
periferias,{(33 1)}
regiões,{(110 1) (91 1) (33 1) (55 1)}
remotas,{(33 1)}
bolsões,{(33 1)}
voltarmos,{(33 1)}
focar,{(33 1) (66 1)}
pnaic,{(33 1) (87 2) (87 1)}
reconhecido,{(112 1) (33 1) (106 1)}
paralisia,{(81 1) (33 1)}
técnico,{(38 2) (89 1) (106 1) (87 1) (54 1) (33 1)}
transformou,{(80 1) (109 1) (70 1) (33 1)}
trincheira,{(33 1)}
fantasiosa,{(33 1)}
enfrentar,{(97 2) (126 1) (107 1) (55 1) (88 1) (33 1) (129 1)}
imensos,{(33 1) (87 2)}
podemos,{(80 1) (101 1) (33 1) (87 1)}
escorrer,{(33 1)}
ralo,{(33 1)}
*aloizio,{(33 1)}
mercadante,{(33 1) (106 1)}
*,{(33 1)}
denúncia,{(38 3) (55 1) (70 1) (68 1) (129 1) (34 1)}
ex-funcionários,{(34 1)}
band,{(134 2) (34 3)}
ricco,{(34 1)}
avcb,{(34 1)}
auto,{(34 1) (98 1)}
vistoria,{(34 1)}
atesta,{(34 1)}
edificação,{(34 1)}
atende,{(80 1) (112 1) (52 1) (34 1)}
prevenção,{(110 1) (131 1) (34 1)}
acompanha,{(34 1)}
solicitação,{(34 1)}
radialistas,{(34 1)}
documento,{(64 1) (48 1) (34 2) (78 5) (58 1) (131 1)}
faltou,{(77 1) (34 1)}
cr,{(34 1)}
atestasse,{(34 1)}
incêndios,{(85 1) (34 1)}
corta-fogo,{(34 1)}
estariam,{(35 2) (34 1)}
danificadas,{(99 1) (34 1)}
perfeito,{(101 1) (99 1) (34 1)}
tanque,{(34 1)}
combustível,{(34 1)}
enterrado,{(34 1)}
litros,{(34 2)}
óleo,{(66 1) (34 2)}
diesel,{(34 2)}
tanques,{(34 4) (103 1)}
suspensos,{(129 1) (34 1)}
250,{(34 1)}
representariam,{(34 1)}
adicional,{(34 1)}
relata,{(93 1) (34 1)}
procurada,{(75 1) (34 1)}
encontra-se,{(34 1)}
entretanto,{(77 1) (126 1) (58 1) (34 1)}
instalados,{(34 1)}
legislação,{(45 1) (131 2) (110 1) (122 1) (55 1) (34 1)}
pertinentes,{(34 1)}
estando,{(45 1) (34 1)}
devidamente,{(125 1) (34 1) (87 1)}
isolados,{(34 1)}
protegidos,{(34 1)}
incidente,{(34 1)}
despacho,{(35 1) (52 1)}
soltou,{(35 1)}
desembargador,{(62 2) (52 2) (35 1)}
trf-2,{(62 1) (35 1) (52 1)}
antonio,{(35 1) (122 1)}
ivan,{(62 1) (35 1) (52 1)}
athié,{(35 2) (35 1)}
contorcionismo,{(35 1)}
desgraçado,{(35 1)}
elogiar,{(62 1) (35 1)}
colega,{(77 1) (35 1)}
bretas,{(62 2) (43 1) (52 1) (35 3)}
fazia,{(35 1) (42 1) (55 1) (99 1) (66 2)}
pedaços,{(35 1)}
deferências,{(35 1)}
ressalta,{(48 1) (35 1) (95 1)}
haver,{(35 1) (129 1) (130 1) (71 1)}
demais,{(129 2) (112 1) (137 1) (115 1) (35 1) (95 1)}
representem,{(35 1)}
argumento,{(77 1) (92 1) (74 1) (101 1) (35 1) (84 1) (58 2)}
preventiva,{(35 1)}
vênia,{(35 1)}
prolator,{(35 1)}
suposições,{(35 1)}
fatos,{(58 1) (71 1) (35 1) (97 1) (129 1)}
antigos,{(35 2)}
apoiadas,{(35 1)}
afirmações,{(35 1)}
acusatório,{(35 1)}
excepcional,{(35 1)}
elogiável,{(35 1)}
descreve,{(70 1) (35 1) (131 1)}
notável,{(35 1)}
juiz,{(62 1) (35 1) (52 1) (99 1) (98 1) (122 2) (70 3) (80 1) (43 1) (124 1) (55 1) (120 1)}
corretíssimo,{(35 1)}
refutar,{(35 1)}
eventuais,{(35 1)}
alegações,{(35 1)}
procurem,{(35 1)}
tisnar,{(35 1)}
irrepreensível,{(35 1)}
proceder,{(35 1) (52 1)}
caolha,{(35 1)}
mb,{(35 1)}
sutil,{(35 1)}
ressalto,{(35 1)}
assola,{(35 1)}
asseguradas,{(35 1)}
renegam,{(35 1)}
violação,{(129 2) (126 1) (35 1) (103 1)}
praga,{(35 1)}
admita,{(35 1)}
existirem,{(35 1)}
indícios,{(48 1) (77 1) (35 1)}
incriminar,{(35 1)}
envolvidos,{(35 1)}
servem,{(35 1)}
eis,{(129 3) (108 1) (115 1) (35 1) (129 1)}
serem,{(80 1) (45 1) (87 1) (88 1) (35 1) (129 1) (75 6)}
demonstrado,{(35 1)}
pacientes,{(133 1) (110 1) (35 1)}
atentam,{(35 1)}
ocultando,{(35 1)}
provas,{(77 1) (78 1) (129 3) (70 1) (35 1)}
embaraçando,{(35 1)}
tentando,{(126 1) (35 1)}
embaraçar,{(35 1)}
eventual,{(125 1) (35 1)}
inexistente,{(35 1)}
instrução,{(35 1)}
arbitrariedade,{(35 1)}
xeque,{(110 1) (35 1) (42 1)}
mate,{(35 1)}
determinou,{(112 1) (35 1)}
libertação,{(35 1)}
moreira,{(60 1) (35 1) (52 1) (47 1)}
franco,{(60 1) (35 1) (52 1) (78 2)}
pilhados,{(35 1)}
descontaminação,{(35 1)}
misto,{(37 1) (130 1)}
cansaço,{(37 1) (133 1)}
despreparo,{(109 1) (37 1) (58 1)}
abandono,{(37 1) (131 1)}
sobretudo,{(108 1) (40 1) (129 1) (60 1) (89 1) (37 1) (97 1) (133 1)}
destempero,{(37 1)}
moda,{(37 1)}
emocional,{(37 1)}
conje,{(37 1)}
tchutchuca,{(37 1) (58 2)}
vidas,{(77 1) (125 1) (78 4) (37 1) (100 1)}
passadas,{(37 1)}
fizemos,{(37 1)}
merecer,{(37 1)}
representando,{(38 1) (51 1) (121 1)}
promotores,{(38 1) (70 2) (123 1) (58 1)}
afrânio,{(38 3) (123 3)}
jardim,{(38 1) (51 1) (91 1) (123 1)}
concedeu,{(38 1) (95 1)}
pr,{(38 1) (55 1)}
ex-promotor,{(38 1)}
declarou,{(88 1) (38 1) (74 1)}
blindagem,{(40 1) (38 1) (111 1)}
prendem,{(38 1)}
cabral,{(38 1) (122 3)}
usam,{(88 1) (38 1) (66 1) (58 1)}
carimbo,{(38 1)}
soltar,{(62 1) (38 1)}
estratégia,{(133 1) (38 1) (115 1) (103 1)}
articulada,{(38 1)}
tribunais,{(38 3) (126 2) (70 2)}
entram,{(38 1) (51 1) (82 1)}
extrema,{(38 1) (74 3)}
superiores,{(38 1) (99 1) (129 3) (57 1)}
anti-pt,{(38 1)}
antissocialistas,{(38 1)}
contamina,{(38 1)}
imparcialidade,{(38 1)}
natimorto,{(38 1)}
rejeitada,{(38 1)}
patológico,{(38 1)}
aspecto,{(38 1) (129 1) (110 1)}
aluno,{(38 1) (131 3) (64 2) (58 1)}
uerj,{(38 1) (54 1)}
reprovado,{(38 1) (66 1)}
inepta,{(38 1)}
incompetente,{(38 1)}
absurdas,{(38 1)}
fecham,{(38 1)}
olhos,{(56 1) (38 1) (129 1) (103 1)}
comenta,{(38 1) (105 1)}
nessas,{(38 1)}
acusação,{(55 2) (38 5)}
diluída,{(38 1)}
verbos,{(38 1)}
dormiu,{(38 1)}
recebeu…,{(38 1)}
genérica,{(53 1) (38 2)}
varia,{(38 1) (130 1)}
acontecimentos,{(38 1) (54 1)}
